created_at,entry_id,humidity,temperature,api_temperature,api_humidity,api_clouds,api_windspeed
2024-11-06T09:22:31+00:00,179,62.7,25.9,9.76,92,100,0.51
2024-11-06T09:27:32+00:00,180,61.5,26,,,,
2024-11-06T09:32:32+00:00,181,62.1,26.2,9.80999,92,100,0.51
2024-11-06T09:37:33+00:00,182,54.3,26.1,,,,
2024-11-06T09:42:34+00:00,183,58.2,25.7,9.82,92,100,0.51
2024-11-06T09:47:34+00:00,184,58.4,26,,,,
2024-11-06T09:52:35+00:00,185,61.1,26,9.99999,92,100,1.03
2024-11-06T09:57:36+00:00,186,59.8,26.1,,,,
2024-11-06T10:02:36+00:00,187,60.4,26.3,9.97,92,100,1.03
2024-11-06T10:07:37+00:00,188,56.2,26.3,,,,
2024-11-06T10:12:38+00:00,189,56.4,26.2,10.10998,91,100,1.03
2024-11-06T10:17:38+00:00,190,55.8,26.4,,,,
2024-11-06T10:22:39+00:00,191,58.2,26.2,10.11999,91,100,0.45
2024-11-06T10:27:40+00:00,192,55.5,26.1,,,,
2024-11-06T10:32:40+00:00,193,54.7,25.9,10.17001,91,100,0.45
2024-11-06T10:37:41+00:00,194,54.4,25.8,,,,
2024-11-06T10:42:41+00:00,195,55.9,25.8,10.20999,91,100,0.51
2024-11-06T10:47:42+00:00,196,55.8,25.6,,,,
2024-11-06T10:52:43+00:00,197,54.3,25.5,10.33999,91,100,0.51
2024-11-06T10:57:44+00:00,198,57.4,25.4,,,,
2024-11-06T11:02:44+00:00,199,55.1,25.6,10.32998,91,100,0.51
2024-11-06T11:07:45+00:00,200,54,25.5,,,,
2024-11-06T11:12:46+00:00,201,54.1,25.4,10.36999,91,100,1.03
2024-11-06T11:17:46+00:00,202,55.4,25.3,,,,
2024-11-06T11:22:47+00:00,203,58.2,25.4,10.32,91,100,1.03
2024-11-06T11:27:47+00:00,204,55.3,25.3,,,,
2024-11-06T11:32:48+00:00,205,57,25.2,10.42001,91,100,0.51
2024-11-06T11:37:51+00:00,206,55.6,25.1,,,,
2024-11-06T11:42:52+00:00,207,54.1,25.1,10.42001,91,100,1.79
2024-11-06T11:47:52+00:00,208,58.5,25.2,,,,
2024-11-06T11:52:53+00:00,209,57.1,25.2,10.42001,91,100,1.34
2024-11-06T11:57:54+00:00,210,55.2,25.3,,,,
2024-11-06T12:02:54+00:00,211,56,25.2,10.42999,90,100,2.06
2024-11-06T12:07:55+00:00,212,58.2,25.2,,,,
2024-11-06T12:12:56+00:00,213,54.7,25,10.45001,91,100,2.06
2024-11-06T12:17:56+00:00,214,58.1,25.3,,,,
2024-11-06T12:22:57+00:00,215,57.8,25.3,10.39001,90,100,2.57
2024-11-06T12:27:58+00:00,216,52.6,25.3,,,,
2024-11-06T12:32:58+00:00,217,55.3,25.3,10.39001,90,100,2.57
2024-11-06T12:37:59+00:00,218,54.4,25.4,,,,
2024-11-06T12:43:02+00:00,219,55.7,25.4,10.39001,90,100,2.57
2024-11-06T12:48:03+00:00,220,55.7,25.3,,,,
2024-11-06T12:53:04+00:00,221,54.9,25.4,10.44,90,100,2.57
2024-11-06T12:58:04+00:00,222,57,25.5,,,,
2024-11-06T13:03:05+00:00,223,55.5,25.6,10.36999,90,100,1.54
2024-11-06T13:08:05+00:00,224,55.6,25.5,,,,
2024-11-06T13:13:06+00:00,225,55.1,25.5,10.30999,91,100,1.54
2024-11-06T13:18:07+00:00,226,57.1,25.5,,,,
2024-11-06T13:23:08+00:00,227,54.4,25.4,10.32,90,100,1.54
2024-11-06T13:28:08+00:00,228,57.6,25.5,,,,
2024-11-06T13:33:09+00:00,229,55.2,25.5,10.32,91,100,1.54
2024-11-06T13:38:09+00:00,230,55.9,25.4,,,,
2024-11-06T13:43:10+00:00,231,55.1,25.4,10.32998,90,100,1.54
2024-11-06T13:48:11+00:00,232,55.1,25.5,,,,
2024-11-06T13:53:11+00:00,233,53.8,25.3,10.29,90,100,1.54
2024-11-06T13:58:12+00:00,234,59.5,25.3,,,,
2024-11-06T14:03:13+00:00,235,55,25.3,10.29998,90,100,1.54
2024-11-06T14:08:13+00:00,236,57.4,25.2,,,,
2024-11-06T14:13:14+00:00,237,58.6,25.3,10.27999,90,100,1.54
2024-11-06T14:18:15+00:00,238,54.6,25.4,,,,
2024-11-06T14:23:15+00:00,239,55.6,25.3,10.23998,90,100,1.54
2024-11-06T14:28:16+00:00,240,58.6,25.4,,,,
2024-11-06T14:33:17+00:00,241,55,25.5,10.20999,90,100,2.06
2024-11-06T14:38:17+00:00,242,56.7,25.5,,,,
2024-11-06T14:43:18+00:00,243,57.3,25.5,10.20001,91,100,2.06
2024-11-06T14:53:22+00:00,244,57.3,25.5,,,,
2024-11-06T14:58:22+00:00,245,56.7,25.4,10.14001,90,100,1.54
2024-11-06T15:03:25+00:00,246,58.7,25.5,,,,
2024-11-06T15:08:26+00:00,247,56.6,25.6,10.17001,90,100,1.54
2024-11-06T15:13:27+00:00,248,59.4,25.5,,,,
2024-11-06T15:18:27+00:00,249,58.7,25.6,10.17001,90,100,1.54
2024-11-06T15:23:28+00:00,250,57.9,25.4,,,,
2024-11-06T15:28:29+00:00,251,56.9,25.4,10.15002,90,100,1.54
2024-11-06T15:33:29+00:00,252,58.2,25.6,,,,
2024-11-06T15:38:30+00:00,253,57.5,25.6,10.11999,91,100,2.06
2024-11-06T15:43:31+00:00,254,57.1,25.5,,,,
2024-11-06T15:48:31+00:00,255,57.9,25.4,10.17001,91,100,2.06
2024-11-06T15:53:32+00:00,256,57.2,25.3,,,,
2024-11-06T16:18:48+00:00,257,56,25.3,10.15002,91,100,2.06
2024-11-06T16:23:49+00:00,258,56.3,25.4,,,,
2024-11-06T16:28:49+00:00,259,55.8,25.3,10.13,91,100,1.03
2024-11-06T16:38:53+00:00,260,58.2,25.3,,,,
2024-11-06T16:43:53+00:00,261,57.5,25.2,10.08999,91,100,1.03
2024-11-06T16:48:54+00:00,262,56.1,25.1,,,,
2024-11-06T16:53:55+00:00,263,57.2,25.1,10.10998,91,100,1.03
2024-11-06T16:58:56+00:00,264,57.7,25.1,,,,
2024-11-06T17:03:56+00:00,265,57.2,25.2,10.10998,91,100,0.89
2024-11-06T17:08:59+00:00,266,56.2,25.2,,,,
2024-11-06T17:19:03+00:00,267,60.7,24.6,10.10998,91,100,0.89
2024-11-06T17:24:04+00:00,268,61.8,22.7,,,,
2024-11-06T17:29:05+00:00,269,70.6,21.5,10.10998,91,100,0.89
2024-11-06T17:34:06+00:00,270,71.7,20.7,,,,
2024-11-06T18:09:32+00:00,271,77.2,19.4,10.04,91,100,1.54
2024-11-06T18:14:33+00:00,272,75,19.3,,,,
2024-11-06T18:19:33+00:00,273,75.7,19.2,10.01,91,100,1.54
2024-11-06T18:24:35+00:00,274,76.6,19.2,,,,
2024-11-06T18:29:36+00:00,275,75.5,19.1,9.92001,91,100,1.54
2024-11-06T18:34:36+00:00,276,78.2,19.1,,,,
2024-11-06T18:39:37+00:00,277,74.6,19,9.98001,91,100,1.54
2024-11-06T18:44:38+00:00,278,81.5,19,,,,
2024-11-06T18:49:38+00:00,279,77.9,19.1,9.98998,91,100,1.54
2024-11-06T18:54:39+00:00,280,78.1,19,,,,
2024-11-06T18:59:40+00:00,281,78.4,18.9,9.98998,91,100,1.54
2024-11-06T19:04:40+00:00,282,79,18.9,,,,
2024-11-06T19:09:41+00:00,283,80.8,18.9,9.95001,91,100,1.79
2024-11-06T19:14:42+00:00,284,77.1,18.8,,,,
